## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 컬럼명 : CHAR	NE_TAG
## klue-ner-v1_train_00000_wikitree	특히 <영동고속도로:LC> <강릉:LC> 방향 <문막휴게소:LC>에서 <만종분기점:LC>까지 <5km:QT> 구간에는 승용차 전용 임시 갓길차로제를 운영하기로 했다.
## klue-ner-v1_train_00037_wikitree	<영국:LC> 일간 '<미러:OG>(<Mirror:OG>)'는 <중국 후이저우 시:LC>에서 다리 너머로 몸을 던진 아들을 어머니가 <20분간:TI> 팔을 붙든 끝에 구해냈다고 <12일:DT>(현지시각) 보도했다.
영	B-LC
국	I-LC
 	O
일	O
간	O
 	O
'	O
미	B-OG
러	I-OG
(	O
M	B-OG
i	I-OG
r	I-OG
r	I-OG
o	I-OG
r	I-OG
)	O
'	O
는	O
 	O
중	B-LC
국	I-LC
 	I-LC
후	I-LC
이	I-LC
저	I-LC
우	I-LC
 	I-LC
시	I-LC
에	O
서	O
 	O
다	O
리	O
 	O
너	O
머	O
로	O
 	O
몸	O
을	O
 	O
던	O
진	O
 	O
아	O
들	O
을	O
 	O
어	O
머	O
니	O
가	O
 	O
2	B-TI
0	I-TI
분	I-TI
간	I-TI
 	O
팔	O
을	O
 	O
붙	O
든	O
 	O
끝	O
에	O
 	O
구	O
해	O
냈	O
다	O
고	O
 	O
1	B-DT
2	I-DT
일	I-DT
(	O
현	O
지	O
시	O
각	O
)	O
 	O
보	O
도	O
했	O
다	O
.	O

## klue-ner-v1_train_00038_wikitree	<2일:DT> <소후닷컴:OG>에 따르면 이번 <광시성:LC> 폭우와 토네이도로 <6명:QT>이 사망하고 <42만여명:QT>이 재해를 입었다.
2	B-DT
일	I-DT
 	O
소	B-OG
후	I-OG
닷	I-OG
컴	I-OG
에	O
 	O
따	O
르	O
면	O
 	O
이	O
번	O
 	O
광	B-LC
시	I-LC
성	I-LC
 	O
폭	O
우	O
와	O
 	O
토	O
네	O
이	O
도	O
로	O
 	O
6	B-QT
명	I-QT
이	O
 	O
사	O
망	O
하	O
고	O
 	O
4	B-QT
2	I-QT
만	I-QT
여	I-QT
명	I-QT
이	O
 	O
재	O
해	O
를	O
 	O
입	O
었	O
다	O
.	O

## klue-ner-v1_train_00039_nsmc	오랫만에 진짜 잘만든 영화 <한편:QT> 본듯. 그냥 고민하지말고 봐도 되는 영화
오	O
랫	O
만	O
에	O
 	O
진	O
짜	O
 	O
잘	O
만	O
든	O
 	O
영	O
화	O
 	O
한	B-QT
편	I-QT
 	O
본	O
듯	O
.	O
 	O
그	O
냥	O
 	O
고	O
민	O
하	O
지	O
말	O
고	O
 	O
봐	O
도	O
 	O
되	O
는	O
 	O
영	O
화	O

## klue-ner-v1_train_00040_wikitree	이 부부는 <2002년:DT> 길에서 주운 개 <한마리:QT>를 시작으로 지금까지 버려진 개와 고양이 <300마리:QT>를 보호했다.
이	O
 	O
부	O
부	O
는	O
 	O
2	B-DT
0	I-DT
0	I-DT
2	I-DT
년	I-DT
 	O
길	O
에	O
서	O
 	O
주	O
운	O
 	O
개	O
 	O
한	B-QT
마	I-QT
리	I-QT
를	O
 	O
시	O
작	O
으	O
로	O
 	O
지	O
금	O
까	O
지	O
 	O
버	O
려	O
진	O
 	O
개	O
와	O
 	O
고	O
양	O
이	O
 	O
3	B-QT
0	I-QT
0	I-QT
마	I-QT
리	I-QT
를	O
 	O
보	O
호	O
했	O
다	O
.	O

## klue-ner-v1_train_00041_wikitree	<중국:OG>의 달 탐사위성 창어(嫦娥)<3호:QT>가 <2일:DT> 성공적으로 발사됐다.
중	B-OG
국	I-OG
의	O
 	O
달	O
 	O
탐	O
사	O
위	O
성	O
 	O
창	O
어	O
(	O
嫦	O
娥	O
)	O
3	B-QT
호	I-QT
가	O
 	O
2	B-DT
일	I-DT
 	O
성	O
공	O
적	O
으	O
로	O
 	O
발	O
사	O
됐	O
다	O
.	O

## klue-ner-v1_train_00042_wikitree	해당 영상이 올라온 유튜브에는 <16일:DT> <오전:TI> 현재 취객을 비난하는 댓글이 이어지며 논란이 일고 있습니다.
해	O
당	O
 	O
영	O
상	O
이	O
 	O
올	O
라	O
온	O
 	O
유	O
튜	O
브	O
에	O
는	O
 	O
1	B-DT
6	I-DT
일	I-DT
 	O
오	B-TI
전	I-TI
 	O
현	O
재	O
 	O
취	O
객	O
을	O
 	O
비	O
난	O
하	O
는	O
 	O
댓	O
글	O
이	O
 	O
이	O
어	O
지	O
며	O
 	O
논	O
란	O
이	O
 	O
일	O
고	O
 	O
있	O
습	O
니	O
다	O
.	O

## klue-ner-v1_train_00043_wikitree	<뉴욕타임스:OG>는 예술면 <1면:QT> 머리기사에서 어릴때부터 춤과 노래를 학원에서 배우는 <한국:LC>의 <10대:QT> 청소년들을 소개했습니다.
뉴	B-OG
욕	I-OG
타	I-OG
임	I-OG
스	I-OG
는	O
 	O
예	O
술	O
면	O
 	O
1	B-QT
면	I-QT
 	O
머	O
리	O
기	O
사	O
에	O
서	O
 	O
어	O
릴	O
때	O
부	O
터	O
 	O
춤	O
과	O
 	O
노	O
래	O
를	O
 	O
학	O
원	O
에	O
서	O
 	O
배	O
우	O
는	O
 	O
한	B-LC
국	I-LC
의	O
 	O
1	B-QT
0	I-QT
대	I-QT
 	O
청	O
소	O
년	O
들	O
을	O
 	O
소	O
개	O
했	O
습	O
니	O
다	O
.	O

## klue-ner-v1_train_00044_nsmc	<1점:QT>도 아깝다 끝은또 왜이리 허무한지..
1	B-QT
점	I-QT
도	O
 	O
아	O
깝	O
다	O
 	O
끝	O
은	O
또	O
 	O
왜	O
이	O
리	O
 	O
허	O
무	O
한	O
지	O
.	O
.	O

## klue-ner-v1_train_00045_wikitree	<신:PS> 군을 발견하거나 소재를 아는 사람은 <평택경찰서 강력3팀:OG>(031-8053-0179) 또는 <여성청소년계:OG>(031-8053-0123), 전국 국번없이 <112:OG>로 신고하면 된다.
신	B-PS
 	O
군	O
을	O
 	O
발	O
견	O
하	O
거	O
나	O
 	O
소	O
재	O
를	O
 	O
아	O
는	O
 	O
사	O
람	O
은	O
 	O
평	B-OG
택	I-OG
경	I-OG
찰	I-OG
서	I-OG
 	I-OG
강	I-OG
력	I-OG
3	I-OG
팀	I-OG
(	O
0	O
3	O
1	O
-	O
8	O
0	O
5	O
3	O
-	O
0	O
1	O
7	O
9	O
)	O
 	O
또	O
는	O
 	O
여	B-OG
성	I-OG
청	I-OG
소	I-OG
년	I-OG
계	I-OG
(	O
0	O
3	O
1	O
-	O
8	O
0	O
5	O
3	O
-	O
0	O
1	O
2	O
3	O
)	O
,	O
 	O
전	O
국	O
 	O
국	O
번	O
없	O
이	O
 	O
1	B-OG
1	I-OG
2	I-OG
로	O
 	O
신	O
고	O
하	O
면	O
 	O
된	O
다	O
.	O

## klue-ner-v1_train_00046_nsmc	이 영화 왜 만드심? 이유가 정말 궁금.. <0점:QT>이 있다면 주고싶은 <2013:DT> 최악의 영화.
이	O
 	O
영	O
화	O
 	O
왜	O
 	O
만	O
드	O
심	O
?	O
 	O
이	O
유	O
가	O
 	O
정	O
말	O
 	O
궁	O
금	O
.	O
.	O
 	O
0	B-QT
점	I-QT
이	O
 	O
있	O
다	O
면	O
 	O
주	O
고	O
싶	O
은	O
 	O
2	B-DT
0	I-DT
1	I-DT
3	I-DT
 	O
최	O
악	O
의	O
 	O
영	O
화	O
.	O

## klue-ner-v1_train_00047_wikitree	<검찰:OG>은 <김:PS>씨의 은행거래가 잦아 카드사로부터 통보받기 전에 거액이 잘못 입금된 사실을 알았다고 판단, 불법으로 재산을 취득할 의도가 있었다며 <김:PS>씨를 횡령죄로 재판에 넘겼다.
검	B-OG
찰	I-OG
은	O
 	O
김	B-PS
씨	O
의	O
 	O
은	O
행	O
거	O
래	O
가	O
 	O
잦	O
아	O
 	O
카	O
드	O
사	O
로	O
부	O
터	O
 	O
통	O
보	O
받	O
기	O
 	O
전	O
에	O
 	O
거	O
액	O
이	O
 	O
잘	O
못	O
 	O
입	O
금	O
된	O
 	O
사	O
실	O
을	O
 	O
알	O
았	O
다	O
고	O
 	O
판	O
단	O
,	O
 	O
불	O
법	O
으	O
로	O
 	O
재	O
산	O
을	O
 	O
취	O
득	O
할	O
 	O
의	O
도	O
가	O
 	O
있	O
었	O
다	O
며	O
 	O
김	B-PS
씨	O
를	O
 	O
횡	O
령	O
죄	O
로	O
 	O
재	O
판	O
에	O
 	O
넘	O
겼	O
다	O
.	O

## klue-ner-v1_train_00048_wikitree	<22일:DT> <SM:OG>은 <엑소:PS> 전 멤버 <크리스:PS>, <루한:PS>, <타오:PS>와 <SM:OG> 간 맺은 전속 계약이 유효하다며, 향후 이들의 <중국:LC> 내 연예활동을 법으로 대응하겠다고 밝혔다.
2	B-DT
2	I-DT
일	I-DT
 	O
S	B-OG
M	I-OG
은	O
 	O
엑	B-PS
소	I-PS
 	O
전	O
 	O
멤	O
버	O
 	O
크	B-PS
리	I-PS
스	I-PS
,	O
 	O
루	B-PS
한	I-PS
,	O
 	O
타	B-PS
오	I-PS
와	O
 	O
S	B-OG
M	I-OG
 	O
간	O
 	O
맺	O
은	O
 	O
전	O
속	O
 	O
계	O
약	O
이	O
 	O
유	O
효	O
하	O
다	O
며	O
,	O
 	O
향	O
후	O
 	O
이	O
들	O
의	O
 	O
중	B-LC
국	I-LC
 	O
내	O
 	O
연	O
예	O
활	O
동	O
을	O
 	O
법	O
으	O
로	O
 	O
대	O
응	O
하	O
겠	O
다	O
고	O
 	O
밝	O
혔	O
다	O
.	O

## klue-ner-v1_train_00049_nsmc	관심이나 흥미도 없던 클래식이 어느순간 좋아하는 장르가 되버린계기 <김명민:PS>이란 ... 역시라는 말밖에
관	O
심	O
이	O
나	O
 	O
흥	O
미	O
도	O
 	O
없	O
던	O
 	O
클	O
래	O
식	O
이	O
 	O
어	O
느	O
순	O
간	O
 	O
좋	O
아	O
하	O
는	O
 	O
장	O
르	O
가	O
 	O
되	O
버	O
린	O
계	O
기	O
 	O
김	B-PS
명	I-PS
민	I-PS
이	O
란	O
 	O
.	O
.	O
.	O
 	O
역	O
시	O
라	O
는	O
 	O
말	O
밖	O
에	O

## klue-ner-v1_train_00050_nsmc	<프랑스:LC> 영화의 한계는 시작<30분:TI>내에 흥미를 잃는다는 것..
프	B-LC
랑	I-LC
스	I-LC
 	O
영	O
화	O
의	O
 	O
한	O
계	O
는	O
 	O
시	O
작	O
3	B-TI
0	I-TI
분	I-TI
내	O
에	O
 	O
흥	O
미	O
를	O
 	O
잃	O
는	O
다	O
는	O
 	O
것	O
.	O
.	O

## klue-ner-v1_train_00051_nsmc	<정이건:PS>의 다른 면을 보게 되었네....
정	B-PS
이	I-PS
건	I-PS
의	O
 	O
다	O
른	O
 	O
면	O
을	O
 	O
보	O
게	O
 	O
되	O
었	O
네	O
.	O
.	O
.	O
.	O

## klue-ner-v1_train_00052_nsmc	<이승기:PS>는 괞찬은데 <수지:PS>는 연기가...
이	B-PS
승	I-PS
기	I-PS
는	O
 	O
괞	O
찬	O
은	O
데	O
 	O
수	B-PS
지	I-PS
는	O
 	O
연	O
기	O
가	O
.	O
.	O
.	O

## klue-ner-v1_train_00053_wikitree	아래는 <로벤:PS>이 페북에 올린, '<호프:PS>'를 구조하고 치료하는 사진들이다.
아	O
래	O
는	O
 	O
로	B-PS
벤	I-PS
이	O
 	O
페	O
북	O
에	O
 	O
올	O
린	O
,	O
 	O
'	O
호	B-PS
프	I-PS
'	O
를	O
 	O
구	O
조	O
하	O
고	O
 	O
치	O
료	O
하	O
는	O
 	O
사	O
진	O
들	O
이	O
다	O
.	O

## klue-ner-v1_train_00054_wikitree	<송:PS> 씨는 현재 <KBS:OG> 드라마 '태양의 후예'에서 <유시진:PS> 대위역으로 출연해 많은 사랑을 받고 있다.
송	B-PS
 	O
씨	O
는	O
 	O
현	O
재	O
 	O
K	B-OG
B	I-OG
S	I-OG
 	O
드	O
라	O
마	O
 	O
'	O
태	O
양	O
의	O
 	O
후	O
예	O
'	O
에	O
서	O
 	O
유	B-PS
시	I-PS
진	I-PS
 	O
대	O
위	O
역	O
으	O
로	O
 	O
출	O
연	O
해	O
 	O
많	O
은	O
 	O
사	O
랑	O
을	O
 	O
받	O
고	O
 	O
있	O
다	O
.	O

## klue-ner-v1_train_00055_wikitree	<수요일:DT>인 <23일:DT> 전국이 대체로 흐리고 비가 오겠습니다.
수	B-DT
요	I-DT
일	I-DT
인	O
 	O
2	B-DT
3	I-DT
일	I-DT
 	O
전	O
국	O
이	O
 	O
대	O
체	O
로	O
 	O
흐	O
리	O
고	O
 	O
비	O
가	O
 	O
오	O
겠	O
습	O
니	O
다	O
.	O

## klue-ner-v1_train_00056_wikitree	<서울 서대문구 연희동:LC>에서 중식당을 운영하는 <이연복:PS> 셰프는 지난 <3월 30일:DT> <JTBC:OG> '냉장고를 부탁해' 방송 이후 손님이 지나치게 많아진데 따른 어려움을 표하기도 했다.
서	B-LC
울	I-LC
 	I-LC
서	I-LC
대	I-LC
문	I-LC
구	I-LC
 	I-LC
연	I-LC
희	I-LC
동	I-LC
에	O
서	O
 	O
중	O
식	O
당	O
을	O
 	O
운	O
영	O
하	O
는	O
 	O
이	B-PS
연	I-PS
복	I-PS
 	O
셰	O
프	O
는	O
 	O
지	O
난	O
 	O
3	B-DT
월	I-DT
 	I-DT
3	I-DT
0	I-DT
일	I-DT
 	O
J	B-OG
T	I-OG
B	I-OG
C	I-OG
 	O
'	O
냉	O
장	O
고	O
를	O
 	O
부	O
탁	O
해	O
'	O
 	O
방	O
송	O
 	O
이	O
후	O
 	O
손	O
님	O
이	O
 	O
지	O
나	O
치	O
게	O
 	O
많	O
아	O
진	O
데	O
 	O
따	O
른	O
 	O
어	O
려	O
움	O
을	O
 	O
표	O
하	O
기	O
도	O
 	O
했	O
다	O
.	O

## klue-ner-v1_train_00057_nsmc	ᄏ 요즘 <금요일:DT>이 무척이나 기다려진답니다
ᄏ	O
 	O
요	O
즘	O
 	O
금	B-DT
요	I-DT
일	I-DT
이	O
 	O
무	O
척	O
이	O
나	O
 	O
기	O
다	O
려	O
진	O
답	O
니	O
다	O

## klue-ner-v1_train_00058_wikitree	현재 이 회사에는 가수 <알리:PS>, 아이돌 그룹 <씨클라운:PS> 등이 소속돼 있다.
현	O
재	O
 	O
이	O
 	O
회	O
사	O
에	O
는	O
 	O
가	O
수	O
 	O
알	B-PS
리	I-PS
,	O
 	O
아	O
이	O
돌	O
 	O
그	O
룹	O
 	O
씨	B-PS
클	I-PS
라	I-PS
운	I-PS
 	O
등	O
이	O
 	O
소	O
속	O
돼	O
 	O
있	O
다	O
.	O

## klue-ner-v1_train_00059_wikitree	<서울서부지방법원:OG>이 <김명환:PS> 철도노조위원장 등 지도부 <4명:QT>에 대해 구속영장을 발부한 것은 과도한 대응으로, 권력의 눈치를 살핀 정치적 결정이다.
서	B-OG
울	I-OG
서	I-OG
부	I-OG
지	I-OG
방	I-OG
법	I-OG
원	I-OG
이	O
 	O
김	B-PS
명	I-PS
환	I-PS
 	O
철	O
도	O
노	O
조	O
위	O
원	O
장	O
 	O
등	O
 	O
지	O
도	O
부	O
 	O
4	B-QT
명	I-QT
에	O
 	O
대	O
해	O
 	O
구	O
속	O
영	O
장	O
을	O
 	O
발	O
부	O
한	O
 	O
것	O
은	O
 	O
과	O
도	O
한	O
 	O
대	O
응	O
으	O
로	O
,	O
 	O
권	O
력	O
의	O
 	O
눈	O
치	O
를	O
 	O
살	O
핀	O
 	O
정	O
치	O
적	O
 	O
결	O
정	O
이	O
다	O
.	O

## klue-ner-v1_train_00060_wikitree	미래의 <대한민국:LC>이 지금 세대와 후손들에게도 떳떳하고 자랑스런 나라.
미	O
래	O
의	O
 	O
대	B-LC
한	I-LC
민	I-LC
국	I-LC
이	O
 	O
지	O
금	O
 	O
세	O
대	O
와	O
 	O
후	O
손	O
들	O
에	O
게	O
도	O
 	O
떳	O
떳	O
하	O
고	O
 	O
자	O
랑	O
스	O
런	O
 	O
나	O
라	O
.	O

## klue-ner-v1_train_00061_wikitree	음료수에 고독성 농약을 섞어 같은 마을에 사는 할머니들을 숨지게 한 '<상주:LC> 농약 음료수' 살인사건 피의자가 재판에 넘겨졌다.
음	O
료	O
수	O
에	O
 	O
고	O
독	O
성	O
 	O
농	O
약	O
을	O
 	O
섞	O
어	O
 	O
같	O
은	O
 	O
마	O
을	O
에	O
 	O
사	O
는	O
 	O
할	O
머	O
니	O
들	O
을	O
 	O
숨	O
지	O
게	O
 	O
한	O
 	O
'	O
상	B-LC
주	I-LC
 	O
농	O
약	O
 	O
음	O
료	O
수	O
'	O
 	O
살	O
인	O
사	O
건	O
 	O
피	O
의	O
자	O
가	O
 	O
재	O
판	O
에	O
 	O
넘	O
겨	O
졌	O
다	O
.	O

## klue-ner-v1_train_00062_nsmc	<장만옥:PS> 동양 최고의 여배우!!!!!!
장	B-PS
만	I-PS
옥	I-PS
 	O
동	O
양	O
 	O
최	O
고	O
의	O
 	O
여	O
배	O
우	O
!	O
!	O
!	O
!	O
!	O
!	O

## klue-ner-v1_train_00063_wikitree	<윤여정:PS> 씨 또한 이와 관련된 에피소드를 이야기했다.
윤	B-PS
여	I-PS
정	I-PS
 	O
씨	O
 	O
또	O
한	O
 	O
이	O
와	O
 	O
관	O
련	O
된	O
 	O
에	O
피	O
소	O
드	O
를	O
 	O
이	O
야	O
기	O
했	O
다	O
.	O

## klue-ner-v1_train_00064_nsmc	<니콜라스 케이지:PS> 필모그래피에 먹칠하는 영화 중 <하나:QT>
니	B-PS
콜	I-PS
라	I-PS
스	I-PS
 	I-PS
케	I-PS
이	I-PS
지	I-PS
 	O
필	O
모	O
그	O
래	O
피	O
에	O
 	O
먹	O
칠	O
하	O
는	O
 	O
영	O
화	O
 	O
중	O
 	O
하	B-QT
나	I-QT

## klue-ner-v1_train_00065_nsmc	<드라큐라:PS>를 <유다:PS>로 보는 참신한 재해석.. 오~ 넘 잼씀.
드	B-PS
라	I-PS
큐	I-PS
라	I-PS
를	O
 	O
유	B-PS
다	I-PS
로	O
 	O
보	O
는	O
 	O
참	O
신	O
한	O
 	O
재	O
해	O
석	O
.	O
.	O
 	O
오	O
~	O
 	O
넘	O
 	O
잼	O
씀	O
.	O

## klue-ner-v1_train_00066_wikitree	<에네스 카야:PS>는 가족과 함께 국내에 거주하며 현 사태를 슬기롭게 해결하고자 최선의 노력을 기울이고 있으며, 이를 회피하기 위해 홀로 출국할 의사를 가진 바는 한 순간도 없다.
에	B-PS
네	I-PS
스	I-PS
 	I-PS
카	I-PS
야	I-PS
는	O
 	O
가	O
족	O
과	O
 	O
함	O
께	O
 	O
국	O
내	O
에	O
 	O
거	O
주	O
하	O
며	O
 	O
현	O
 	O
사	O
태	O
를	O
 	O
슬	O
기	O
롭	O
게	O
 	O
해	O
결	O
하	O
고	O
자	O
 	O
최	O
선	O
의	O
 	O
노	O
력	O
을	O
 	O
기	O
울	O
이	O
고	O
 	O
있	O
으	O
며	O
,	O
 	O
이	O
를	O
 	O
회	O
피	O
하	O
기	O
 	O
위	O
해	O
 	O
홀	O
로	O
 	O
출	O
국	O
할	O
 	O
의	O
사	O
를	O
 	O
가	O
진	O
 	O
바	O
는	O
 	O
한	O
 	O
순	O
간	O
도	O
 	O
없	O
다	O
.	O

## klue-ner-v1_train_00067_wikitree	헌재는 <7일:DT> 재판관 평의를 열고 <법무부:OG>가 제출한 <통합진보당:OG> 해산청구(<2013:DT>헌다<1:QT>) 사건과 정당활동정지 가처분신청(<2013:DT>헌사<907:QT>) 처리방안에 대해 논의했다고 밝혔다.
헌	O
재	O
는	O
 	O
7	B-DT
일	I-DT
 	O
재	O
판	O
관	O
 	O
평	O
의	O
를	O
 	O
열	O
고	O
 	O
법	B-OG
무	I-OG
부	I-OG
가	O
 	O
제	O
출	O
한	O
 	O
통	B-OG
합	I-OG
진	I-OG
보	I-OG
당	I-OG
 	O
해	O
산	O
청	O
구	O
(	O
2	B-DT
0	I-DT
1	I-DT
3	I-DT
헌	O
다	O
1	B-QT
)	O
 	O
사	O
건	O
과	O
 	O
정	O
당	O
활	O
동	O
정	O
지	O
 	O
가	O
처	O
분	O
신	O
청	O
(	O
2	B-DT
0	I-DT
1	I-DT
3	I-DT
헌	O
사	O
9	B-QT
0	I-QT
7	I-QT
)	O
 	O
처	O
리	O
방	O
안	O
에	O
 	O
대	O
해	O
 	O
논	O
의	O
했	O
다	O
고	O
 	O
밝	O
혔	O
다	O
.	O

## klue-ner-v1_train_00068_nsmc	완전 기다려지는 방송~~ <5회:QT> 다운 받게 해주세요~
완	O
전	O
 	O
기	O
다	O
려	O
지	O
는	O
 	O
방	O
송	O
~	O
~	O
 	O
5	B-QT
회	I-QT
 	O
다	O
운	O
 	O
받	O
게	O
 	O
해	O
주	O
세	O
요	O
~	O

## klue-ner-v1_train_00069_nsmc	영화라기 보다 <금요일:DT> <저녁:TI>에 하는 단편극을 보는거 같다.
영	O
화	O
라	O
기	O
 	O
보	O
다	O
 	O
금	B-DT
요	I-DT
일	I-DT
 	O
저	B-TI
녁	I-TI
에	O
 	O
하	O
는	O
 	O
단	O
편	O
극	O
을	O
 	O
보	O
는	O
거	O
 	O
같	O
다	O
.	O

## klue-ner-v1_train_00070_nsmc	<영국:LC> 가족 속에서도 꿋꿋히 발랄하게 지내는 <다프네 레이놀즈:PS> ᄒᄒ
영	B-LC
국	I-LC
 	O
가	O
족	O
 	O
속	O
에	O
서	O
도	O
 	O
꿋	O
꿋	O
히	O
 	O
발	O
랄	O
하	O
게	O
 	O
지	O
내	O
는	O
 	O
다	B-PS
프	I-PS
네	I-PS
 	I-PS
레	I-PS
이	I-PS
놀	I-PS
즈	I-PS
 	O
ᄒ	O
ᄒ	O

## klue-ner-v1_train_00071_wikitree	'세월호' 마지막 탈출자 <김성묵:PS> 씨 인터뷰 전문입니다.
'	O
세	O
월	O
호	O
'	O
 	O
마	O
지	O
막	O
 	O
탈	O
출	O
자	O
 	O
김	B-PS
성	I-PS
묵	I-PS
 	O
씨	O
 	O
인	O
터	O
뷰	O
 	O
전	O
문	O
입	O
니	O
다	O
.	O

## klue-ner-v1_train_00072_wikitree	<해양수산부:OG>가 공개한 <제주 VTS:OG>와 세월호의 초단파무선통신(VHS) 교신 내용과 조타수 <오:PS>모(<58:QT>)씨에 따르면 세월호가 <제주 VTS:OG>에 최초로 사고상황을 알린 것은 <16일:DT> <오전 8시55분:TI>.
해	B-OG
양	I-OG
수	I-OG
산	I-OG
부	I-OG
가	O
 	O
공	O
개	O
한	O
 	O
제	B-OG
주	I-OG
 	I-OG
V	I-OG
T	I-OG
S	I-OG
와	O
 	O
세	O
월	O
호	O
의	O
 	O
초	O
단	O
파	O
무	O
선	O
통	O
신	O
(	O
V	O
H	O
S	O
)	O
 	O
교	O
신	O
 	O
내	O
용	O
과	O
 	O
조	O
타	O
수	O
 	O
오	B-PS
모	O
(	O
5	B-QT
8	I-QT
)	O
씨	O
에	O
 	O
따	O
르	O
면	O
 	O
세	O
월	O
호	O
가	O
 	O
제	B-OG
주	I-OG
 	I-OG
V	I-OG
T	I-OG
S	I-OG
에	O
 	O
최	O
초	O
로	O
 	O
사	O
고	O
상	O
황	O
을	O
 	O
알	O
린	O
 	O
것	O
은	O
 	O
1	B-DT
6	I-DT
일	I-DT
 	O
오	B-TI
전	I-TI
 	I-TI
8	I-TI
시	I-TI
5	I-TI
5	I-TI
분	I-TI
.	O

## klue-ner-v1_train_00073_nsmc	<이상우:PS> 정말 이렇게 멋있어도 되는건지헉
이	B-PS
상	I-PS
우	I-PS
 	O
정	O
말	O
 	O
이	O
렇	O
게	O
 	O
멋	O
있	O
어	O
도	O
 	O
되	O
는	O
건	O
지	O
헉	O

## klue-ner-v1_train_00074_wikitree	<시교육청:OG> 자율지표는 △<교육청:OG> 중점 추진과제 추진 △학교 설립목적에 부합하는 교육활동 운영 △감사지적 사항 및 이행정도 등이다.
시	B-OG
교	I-OG
육	I-OG
청	I-OG
 	O
자	O
율	O
지	O
표	O
는	O
 	O
△	O
교	B-OG
육	I-OG
청	I-OG
 	O
중	O
점	O
 	O
추	O
진	O
과	O
제	O
 	O
추	O
진	O
 	O
△	O
학	O
교	O
 	O
설	O
립	O
목	O
적	O
에	O
 	O
부	O
합	O
하	O
는	O
 	O
교	O
육	O
활	O
동	O
 	O
운	O
영	O
 	O
△	O
감	O
사	O
지	O
적	O
 	O
사	O
항	O
 	O
및	O
 	O
이	O
행	O
정	O
도	O
 	O
등	O
이	O
다	O
.	O

## klue-ner-v1_train_00075_wikitree	하지만 이들에 대한 <정부:OG>의 의료보장 정책은 전무해 <수천만원:QT>에 달하는 의료비용을 스스로 부담하는 등 의료 사각지대에 놓인 것으로 나타났다.
하	O
지	O
만	O
 	O
이	O
들	O
에	O
 	O
대	O
한	O
 	O
정	B-OG
부	I-OG
의	O
 	O
의	O
료	O
보	O
장	O
 	O
정	O
책	O
은	O
 	O
전	O
무	O
해	O
 	O
수	B-QT
천	I-QT
만	I-QT
원	I-QT
에	O
 	O
달	O
하	O
는	O
 	O
의	O
료	O
비	O
용	O
을	O
 	O
스	O
스	O
로	O
 	O
부	O
담	O
하	O
는	O
 	O
등	O
 	O
의	O
료	O
 	O
사	O
각	O
지	O
대	O
에	O
 	O
놓	O
인	O
 	O
것	O
으	O
로	O
 	O
나	O
타	O
났	O
다	O
.	O

## klue-ner-v1_train_00076_nsmc	역시 <짐캐리:PS> 스토리도 나름 재미있었다
역	O
시	O
 	O
짐	B-PS
캐	I-PS
리	I-PS
 	O
스	O
토	O
리	O
도	O
 	O
나	O
름	O
 	O
재	O
미	O
있	O
었	O
다	O

## klue-ner-v1_train_00077_nsmc	개봉했을때 봤지만 이상하리만치 잊혀지지않는 영화..<남궁민:PS>...참 연기잘함..
개	O
봉	O
했	O
을	O
때	O
 	O
봤	O
지	O
만	O
 	O
이	O
상	O
하	O
리	O
만	O
치	O
 	O
잊	O
혀	O
지	O
지	O
않	O
는	O
 	O
영	O
화	O
.	O
.	O
남	B-PS
궁	I-PS
민	I-PS
.	O
.	O
.	O
참	O
 	O
연	O
기	O
잘	O
함	O
.	O
.	O

## klue-ner-v1_train_00078_wikitree	<2018년:DT>부터 적용될 교육과정 총론은 교사들이 학생들을 가르치는 방향을 큰 틀에서 제시하는 역할을 한다.
2	B-DT
0	I-DT
1	I-DT
8	I-DT
년	I-DT
부	O
터	O
 	O
적	O
용	O
될	O
 	O
교	O
육	O
과	O
정	O
 	O
총	O
론	O
은	O
 	O
교	O
사	O
들	O
이	O
 	O
학	O
생	O
들	O
을	O
 	O
가	O
르	O
치	O
는	O
 	O
방	O
향	O
을	O
 	O
큰	O
 	O
틀	O
에	O
서	O
 	O
제	O
시	O
하	O
는	O
 	O
역	O
할	O
을	O
 	O
한	O
다	O
.	O

## klue-ner-v1_train_00079_wikitree	<한국:LC>은 <매년:DT> <주한미군:OG> 주둔에 필요한 방위비를 부담하고 있으며 이는 잘못된 주장이다.
한	B-LC
국	I-LC
은	O
 	O
매	B-DT
년	I-DT
 	O
주	B-OG
한	I-OG
미	I-OG
군	I-OG
 	O
주	O
둔	O
에	O
 	O
필	O
요	O
한	O
 	O
방	O
위	O
비	O
를	O
 	O
부	O
담	O
하	O
고	O
 	O
있	O
으	O
며	O
 	O
이	O
는	O
 	O
잘	O
못	O
된	O
 	O
주	O
장	O
이	O
다	O
.	O

## klue-ner-v1_train_00080_nsmc	<1편:QT>은 여운도 있고 좋았는데.. <2편:QT>은 뭔가..
1	B-QT
편	I-QT
은	O
 	O
여	O
운	O
도	O
 	O
있	O
고	O
 	O
좋	O
았	O
는	O
데	O
